body_taxonomic,body_id,body_label,role,form,attribute,synonym,plural_of,wikipedia_page
,paracandona,paracandona,,,,,,
,parachaetocladius,parachaetocladius,,,,,,
,parachironomus,parachironomus,,,,,,https://en.wikipedia.org/wiki/Parachironomus
parachironomus,parachironomus~monochromus,parachironomus~monochromus,,,,,,
parachironomus,parachironomus~sublettei,parachironomus~sublettei,,,,,,
,paracladius,paracladius,,,,,,https://en.wikipedia.org/wiki/Paracladius
,paracladopelma,paracladopelma,,,,,,https://en.wikipedia.org/wiki/Paracladopelma
,paraclunio,paraclunio,,,,,,
,paracricotopus,paracricotopus,,,,,,https://en.wikipedia.org/wiki/Paracricotopus
,paracyclops,paracyclops,,,,,,
,parakiefferiella,parakiefferiella,,,,,,https://en.wikipedia.org/wiki/Parakiefferiella
,paralauterborniella,paralauterborniella,,,,,,https://en.wikipedia.org/wiki/Paralauterborniella
,paramerina,paramerina,,,,,,https://en.wikipedia.org/wiki/Paramerina
,parametriocnemus,parametriocnemus,,,,,,https://en.wikipedia.org/wiki/Parametriocnemus
,paraonidae,paraonidae,,,,,,
,paraphaenocladius,paraphaenocladius,,,,,,https://en.wikipedia.org/wiki/Paraphaenocladius
,paraponyx,paraponyx,,,,parapoynx,,https://en.wikipedia.org/wiki/Parapoynx
,parapsyche,parapsyche,,,,,,
,paratanaidae,paratanaidae,,,,,,
,paratanytarsus,paratanytarsus,,,,,,https://en.wikipedia.org/wiki/Paratanytarsus
,paratendipes,paratendipes,,,,,,https://en.wikipedia.org/wiki/Paratendipes
,paratrichocladius,paratrichocladius,,,,,,https://en.wikipedia.org/wiki/Paratrichocladius
,parochlus,parochlus,,,,,,
,parorthocladius,parorthocladius,,,,,,https://en.wikipedia.org/wiki/Parorthocladius
,parthina,parthina,,,,,,
,pectinariidae,pectinariidae,,,,,,https://en.wikipedia.org/wiki/Pectinariidae
,pedicia,pedicia,,,,,,https://en.wikipedia.org/wiki/Pedicia
,pedomoecus,pedomoecus,,,,,,
,peloscolex,peloscolex,,,,,,
,peltoperla,peltoperla,,,,,,
,peltoperlidae,peltoperlidae,,,,,,https://en.wikipedia.org/wiki/Peltoperlidae
,pentaneura,pentaneura,,,,,,
,pericoma,pericoma,,,,,,
,periphyton,periphyton,,,,,,https://en.wikipedia.org/wiki/Periphyton
,phaenopsectra,phaenopsectra,,,,,,https://en.wikipedia.org/wiki/Phaenopsectra
,phalacrocera,phalacrocera,,,,,,https://en.wikipedia.org/wiki/Phalacrocera
,phanocelia,phanocelia,,,,,,
,phaonia,phaonia,,,,,,https://en.wikipedia.org/wiki/Phaonia
,pharyngobdellida,pharyngobdellida,,,,,,https://en.wikipedia.org/wiki/Arhynchobdellida
,pherbellia,pherbellia,,,,,,https://en.wikipedia.org/wiki/Pherbellia
,philobdella,philobdella,,,,,,
,philocasca,philocasca,,,,,,
,philodina,philodina,,,,,,
,philopotamidae,philopotamidae,,,,,,https://en.wikipedia.org/wiki/Philopotamidae
,philorus,philorus,,,,,,
,phoridae,phoridae,,,,,,https://en.wikipedia.org/wiki/Phoridae
,phoronida,phoronida,,,,,,
,phryganea,phryganea,,,,,,
,phryganeidae,phryganeidae,,,,,,
,phyllodocidae,phyllodocidae,,,,,,https://en.wikipedia.org/wiki/Phyllodocidae
,phylloicus,phylloicus,,,,,,
,phylocentropus,phylocentropus,,,,,,
,physocypria,physocypria,,,,,,
,pilargidae,pilargidae,,,,,,https://en.wikipedia.org/wiki/Pilargidae
,pilaria,pilaria,,,,,,https://en.wikipedia.org/wiki/Pilaria
,piscicola,piscicola,,,,,,
,piscicolaria,piscicolaria,,,,,,
,piscicolidae,piscicolidae,,,,,,
,placobdella,placobdella,,,,,,
,planariidae,planariidae,,,,,,https://en.wikipedia.org/wiki/Planariidae
,plankton,plankton,,,,,,https://en.wikipedia.org/wiki/Plankton
plankton,phytoplankton,phytoplankton,,,,,,https://en.wikipedia.org/wiki/Phytoplankton
phytoplankton,diatom,diatom,,,,,,https://en.wikipedia.org/wiki/Diatom
phytoplankton,diatoms,diatoms,,,,,diatom,https://en.wikipedia.org/wiki/Diatom
phytoplankton,picophytoplankton,picophytoplankton,,,,,,
plankton,zooplankton,zooplankton,,,,,,https://en.wikipedia.org/wiki/Zooplankton
zooplankton,mesozooplankton,mesozooplankton,,,,,,
zooplankton,microzooplankton,microzooplankton,,,,,,
,platycentropus,platycentropus,,,,,,
,platyhelminthes,platyhelminthes,,,,flatworm,,https://en.wikipedia.org/wiki/Flatworm
,plecoptera,plecoptera,,,,stoneflies,,https://en.wikipedia.org/wiki/Plecoptera
,plecopteracoluthus,plecopteracoluthus,,,,,,
,pleuroxus,pleuroxus,,,,,,
,ploesoma,ploesoma,,,,,,
,ploima,ploima,,,,,,https://en.wikipedia.org/wiki/Ploima
,polyarthra,polyarthra,,,,,,
,polycelis,polycelis,,,,planariidae,,https://en.wikipedia.org/wiki/Planariidae
,polycentropodidae,polycentropodidae,,,,,,https://en.wikipedia.org/wiki/Polycentropodidae
,polycentropus,polycentropus,,,,,,
,polynoidae,polynoidae,,,,,,https://en.wikipedia.org/wiki/Polynoidae
,polypedilum,polypedilum,,,,,,https://en.wikipedia.org/wiki/Polypedilum
polypedilum,polypedilum~halterale,polypedilum~halterale,,,,,,
polypedilum,polypedilum~tritum,polypedilum~tritum,,,,,,
,polyplectropus,polyplectropus,,,,,,
,pompholyx,pompholyx,,,,dyshidrosis,,https://en.wikipedia.org/wiki/Dyshidrosis
,porifera,porifera,,,,sponge,,https://en.wikipedia.org/wiki/Sponge
,portunidae,portunidae,,,,,,https://en.wikipedia.org/wiki/Portunidae
,potamilla,potamilla,,,,,,
,potamothrix,potamothrix,,,,,,
,potamyia,potamyia,,,,,,
potamyia,potamyia~flava,potamyia~flava,,,,,,
,potthastia,potthastia,,,,,,https://en.wikipedia.org/wiki/Potthastia
,prionocera,prionocera,,,,,,https://en.wikipedia.org/wiki/Prionocera
,pristina,pristina,,,,,,
,proales,proales,,,,,,
,probezzia,probezzia,,,,,,
,procambarus,procambarus,,,,,,https://en.wikipedia.org/wiki/Procambarus
procambarus,procambarus~simulans,procambarus~simulans,,,,,,
,procladius,procladius,,,,,,https://en.wikipedia.org/wiki/Procladius
procladius,procladius~bellus,procladius~bellus,,,,,,
,prodiamesa,prodiamesa,,,,,,https://en.wikipedia.org/wiki/Prodiamesa
,prosimulium,prosimulium,,,,,,
,prosorhochmidae,prosorhochmidae,,,,,,https://en.wikipedia.org/wiki/Prosorhochmidae
,prostoia,prostoia,,,,,,
,prostoma,prostoma,,,,,,https://en.wikipedia.org/wiki/Prostoma
,protanypus,protanypus,,,,,,https://en.wikipedia.org/wiki/Protanypus
,protoplasa,protoplasa,,,,,,
,protoptila,protoptila,,,,,,
,protozoa,protozoa,,,,,,https://en.wikipedia.org/wiki/Protozoa
,psectrocladius,psectrocladius,,,,,,https://en.wikipedia.org/wiki/Psectrocladius
,psectrotanypus,psectrotanypus,,,,,,https://en.wikipedia.org/wiki/Psectrotanypus
,pseudochironomus,pseudochironomus,,,,,,https://en.wikipedia.org/wiki/Pseudochironomus
pseudochironomus,pseudochironomus~fulviventris,pseudochironomus~fulviventris,,,,,,
,pseudocumidae,pseudocumidae,,,,,,
,pseudodiamesa,pseudodiamesa,,,,,,https://en.wikipedia.org/wiki/Pseudodiamesa
,pseudogoera,pseudogoera,,,,,,
,pseudolimnophila,pseudolimnophila,,,,,,https://en.wikipedia.org/wiki/Pseudolimnophila
,pseudomonas,pseudomonas,,,,,,https://en.wikipedia.org/wiki/Pseudomonas
pseudomonas,pseudomonas~aeruginosa,pseudomonas~aeruginosa,,,,,,https://en.wikipedia.org/wiki/Pseudomonas_aeruginosa
,pseudosmittia,pseudosmittia,,,,,,https://en.wikipedia.org/wiki/Pseudosmittia
,pseudostenophylax,pseudostenophylax,,,,,,https://en.wikipedia.org/wiki/Pseudostenophylax
,psilometriocnemus,psilometriocnemus,,,,,,https://en.wikipedia.org/wiki/Psilometriocnemus
,psilopa,psilopa,,,,,,https://en.wikipedia.org/wiki/Psilopa
,psilotanypus,psilotanypus,,,,,,
,psilotreta,psilotreta,,,,,,
,psorophora,psorophora,,,,,,https://en.wikipedia.org/wiki/Psorophora
,psychoda,psychoda,,,,,,
,psychodidae,psychodidae,,,,fly~drain,,https://en.wikipedia.org/wiki/Drain_fly
,psychoglypha,psychoglypha,,,,,,
,psychomyia,psychomyia,,,,,,
,psychomyiidae,psychomyiidae,,,,,,https://en.wikipedia.org/wiki/Psychomyiidae
,psychoronia,psychoronia,,,,,,
,pteromicra,pteromicra,,,,,,
,pteronarcella,pteronarcella,,,,,,
,pteronarcys,pteronarcys,,,,,,https://en.wikipedia.org/wiki/Pteronarcys
,ptilostomis,ptilostomis,,,,,,
,ptygura,ptygura,,,,,,
,pycnopsyche,pycnopsyche,,,,,,
,pyrausta,pyrausta,,,,,,https://en.wikipedia.org/wiki/Pyrausta
,renocera,renocera,,,,,,
,rheocricotopus,rheocricotopus,,,,,,https://en.wikipedia.org/wiki/Rheocricotopus
,rheopelopia,rheopelopia,,,,,,https://en.wikipedia.org/wiki/Rheopelopia
,rheotanytarsus,rheotanytarsus,,,,,,https://en.wikipedia.org/wiki/Rheotanytarsus
,rhyacodrilus,rhyacodrilus,,,,,,
,rhyacophila,rhyacophila,,,,,,https://en.wikipedia.org/wiki/Rhyacophila
rhyacophila,rhyacophila~fuscula,rhyacophila~fuscula,,,,,,
,rhyacophilidae,rhyacophilidae,,,,,,https://en.wikipedia.org/wiki/Rhyacophilidae
,rhynchelmis,rhynchelmis,,,,,,https://en.wikipedia.org/wiki/Rhynchelmis
,rhynchobdellida,rhynchobdellida,,,,,,https://en.wikipedia.org/wiki/Rhynchobdellida
,robackia,robackia,,,,,,https://en.wikipedia.org/wiki/Robackia
,roederiodes,roederiodes,,,,,,
,rossiana,rossiana,,,,,,
,rotifera,rotifera,,,,,,
,sabellariidae,sabellariidae,,,,,,https://en.wikipedia.org/wiki/Sabellariidae
,sabellidae,sabellidae,,,,,,https://en.wikipedia.org/wiki/Sabellidae
,salmonella,salmonella,,,,,,https://en.wikipedia.org/wiki/Salmonella
,scapholeberis,scapholeberis,,,,,,
,scaridium,scaridium,,,,,,
,schoenobius,schoenobius,,,,,,https://en.wikipedia.org/wiki/Schoenobius
,sciomyza,sciomyza,,,,,,
,sciomyzidae,sciomyzidae,,,,,,https://en.wikipedia.org/wiki/Sciomyzidae
,scoloplos,scoloplos,,,,,,
,scyphozoa,scyphozoa,,,,,,https://en.wikipedia.org/wiki/Scyphozoa
,secernentea,secernentea,,,,,,https://en.wikipedia.org/wiki/Secernentea
,sepedon,sepedon,,,,,,https://en.wikipedia.org/wiki/Sepedon
,sericostomatidae,sericostomatidae,,,,,,
,serpulidae,serpulidae,,,,,,https://en.wikipedia.org/wiki/Serpulidae
,setodes,setodes,,,,,,
,sida,sida,,,,,,
,sididae,sididae,,,,,,
,sierraperla,sierraperla,,,,,,
,sigalionidae,sigalionidae,,,,,,
,simocephalus,simocephalus,,,,,,
,simuliidae,simuliidae,,,,fly~black,,https://en.wikipedia.org/wiki/Black_fly
,simulium,simulium,,,,,,https://en.wikipedia.org/wiki/Simulium
simulium,simulium~venustum,simulium~venustum,,,,,,
simulium,simulium~vittatum,simulium~vittatum,,,,,,
,simyra,simyra,,,,,,https://en.wikipedia.org/wiki/Simyra_(moth)
,sipunculoidea,sipunculoidea,,,,"sipuncula, sipunculida",,https://en.wikipedia.org/wiki/Sipuncula
,slavina,slavina,,,,,,
,smicridea,smicridea,,,,,,
,smithsonidrilus,smithsonidrilus,,,,,,
,smittia,smittia,,,,,,https://en.wikipedia.org/wiki/Smittia
,soliperla,soliperla,,,,,,
,specaria,specaria,,,,,,
,sphaerodoridae,sphaerodoridae,,,,,,
,sphaeroma,sphaeroma,,,,,,https://en.wikipedia.org/wiki/Sphaeroma
,sphaeromatidae,sphaeromatidae,,,,,,https://en.wikipedia.org/wiki/Sphaeromatidae
,sphaeromias,sphaeromias,,,,,,
,spilogona,spilogona,,,,,,https://en.wikipedia.org/wiki/Spilogona
,spionidae,spionidae,,,,,,https://en.wikipedia.org/wiki/Spionidae
,spongilla,spongilla,,,,,,https://en.wikipedia.org/wiki/Spongilla
,spongillidae,spongillidae,,,,,,https://en.wikipedia.org/wiki/Spongillidae
,stactobiella,stactobiella,,,,,,
,stegopterna,stegopterna,,,,,,
,stempellina,stempellina,,,,,,https://en.wikipedia.org/wiki/Stempellina
,stempellinella,stempellinella,,,,,,https://en.wikipedia.org/wiki/Stempellinella
,stenochironomus,stenochironomus,,,,,,https://en.wikipedia.org/wiki/Stenochironomus
,stenocypris,stenocypris,,,,,,
,sternaspidae,sternaspidae,,,,,,
,stictochironomus,stictochironomus,,,,,,https://en.wikipedia.org/wiki/Stictochironomus
,stilobezzia,stilobezzia,,,,,,
,stratiomys,stratiomys,,,,,,https://en.wikipedia.org/wiki/Stratiomys
,streptococci,streptococci,,,,,streptococcus,
streptococci,streptococci~fecal,streptococci~fecal,,,,,,
,streptococcus,streptococcus,,,,,,https://en.wikipedia.org/wiki/Streptococcus
,sturgeon,sturgeon,,,,,,https://en.wikipedia.org/wiki/Sturgeon
sturgeon,sturgeon~shovelnose,sturgeon~shovelnose,,,,scaphirhynchus~platorynchus,,https://en.wikipedia.org/wiki/Shovelnose_sturgeon
,stygobromus,stygobromus,,,,,,https://en.wikipedia.org/wiki/Stygobromus
,stygonectes,stygonectes,,,,,,
,stylaria,stylaria,,,,,,
,stylodrilus,stylodrilus,,,,,,
,sutroa,sutroa,,,,,,
,syllidae,syllidae,,,,,,https://en.wikipedia.org/wiki/Syllidae
,symbiocladius,symbiocladius,,,,,,
,symphitopsyche,symphitopsyche,,,,,,
,sympotthastia,sympotthastia,,,,,,https://en.wikipedia.org/wiki/Sympotthastia
,synchaeta,synchaeta,,,,gnaphalium,,https://en.wikipedia.org/wiki/Gnaphalium
,synchaetidae,synchaetidae,,,,,,
,synclita,synclita,,,,elophila,,https://en.wikipedia.org/wiki/Elophila
,synorthocladius,synorthocladius,,,,,,https://en.wikipedia.org/wiki/Synorthocladius
,synurella,synurella,,,,,,
,syrphidae,syrphidae,,,,fly~hover,,https://en.wikipedia.org/wiki/Hoverfly
,systenus,systenus,,,,,,https://en.wikipedia.org/wiki/Systenus
,tabanidae,tabanidae,,,,fly~horse,,https://en.wikipedia.org/wiki/Horse-fly
,tabanus,tabanus,,,,,,https://en.wikipedia.org/wiki/Tabanus
,tachytrechus,tachytrechus,,,,,,https://en.wikipedia.org/wiki/Tachytrechus
,talitridae,talitridae,,,,,,https://en.wikipedia.org/wiki/Talitridae
,tallaperla,tallaperla,,,,,,
,tanaidacea,tanaidacea,,,,,,https://en.wikipedia.org/wiki/Tanaidacea
,tanaidae,tanaidae,,,,,,
,tanais,tanais,,,,,,
,tanyderidae,tanyderidae,,,,,,https://en.wikipedia.org/wiki/Tanyderidae
,tanypus,tanypus,,,,,,https://en.wikipedia.org/wiki/Tanypus
,tanytarsus,tanytarsus,,,,,,https://en.wikipedia.org/wiki/Tanytarsus
,taphromysis,taphromysis,,,,,,
,telmatogeton,telmatogeton,,,,,,https://en.wikipedia.org/wiki/Telmatogeton
,telmatoscopus,telmatoscopus,,,,,,
,telopelopia,telopelopia,,,,,,
,temoridae,temoridae,,,,,,https://en.wikipedia.org/wiki/Temoridae
,terebellidae,terebellidae,,,,,,https://en.wikipedia.org/wiki/Terebellidae
,testudinella,testudinella,,,,,,
,testudinellidae,testudinellidae,,,,,,
,tetanocera,tetanocera,,,,,,
,tetrastemma,tetrastemma,,,,,,
,tetrastemmatidae,tetrastemmatidae,,,,,,
,thienemannia,thienemannia,,,,,,https://en.wikipedia.org/wiki/Thienemannia
,thienemanniella,thienemanniella,,,,,,https://en.wikipedia.org/wiki/Thienemanniella
,thienemannimyia,thienemannimyia,,,,,,https://en.wikipedia.org/wiki/Thienemannimyia
,tinodes,tinodes,,,,,,
,tipula,tipula,,,,,,https://en.wikipedia.org/wiki/Tipula
,tipulidae,tipulidae,,,,fly~crane,,https://en.wikipedia.org/wiki/Crane_fly
,tortricidae,tortricidae,,,,,,https://en.wikipedia.org/wiki/Tortricidae
,toxorhynchites,toxorhynchites,,,,,,https://en.wikipedia.org/wiki/Toxorhynchites
,tree,tree,,,,,,https://en.wikipedia.org/wiki/Tree
tree,oak,oak,,,,,,https://en.wikipedia.org/wiki/Oak_tree
oak,bluejack-oak,bluejack-oak,,,,,,https://en.wikipedia.org/wiki/Quercus_incana
,triaenodes,triaenodes,,,,,,https://en.wikipedia.org/wiki/Triaenodes
,trichocerca,trichocerca,,,,,,
,trichocercidae,trichocercidae,,,,,,
,trichocladius,trichocladius,,,,,,
,trichoptera,trichoptera,,,,caddisfly,,https://en.wikipedia.org/wiki/Caddisfly
,trichotanypus,trichotanypus,,,,,,
,trichotria,trichotria,,,,,,
,tricladida,tricladida,,,,,,https://en.wikipedia.org/wiki/Tricladida
,trissocladius,trissocladius,,,,,,https://en.wikipedia.org/wiki/Trissocladius
,trissopelopia,trissopelopia,,,,,,https://en.wikipedia.org/wiki/Trissopelopia
,trochochaetidae,trochochaetidae,,,,,,
,tropocyclops,tropocyclops,,,,,,https://en.wikipedia.org/wiki/Tropocyclops
,tubifex,tubifex,,,,,,https://en.wikipedia.org/wiki/Tubifex
,tubificidae,tubificidae,,,,naididae,,https://en.wikipedia.org/wiki/Naididae
,tubulanidae,tubulanidae,,,,,,https://en.wikipedia.org/wiki/Tubulanidae
,turbellaria,turbellaria,,,,,,https://en.wikipedia.org/wiki/Turbellaria
,twinnia,twinnia,,,,,,
,undulambia,undulambia,,,,,,https://en.wikipedia.org/wiki/Undulambia
,uranotaenia,uranotaenia,,,,,,https://en.wikipedia.org/wiki/Uranotaenia
,usingeriessa,usingeriessa,,,,,,https://en.wikipedia.org/wiki/Usingeriessa
,viehoperla,viehoperla,,,,,,
virus,calcivirus,calcivirus,,,,,,https://en.wikipedia.org/wiki/Caliciviridae
virus,virus~chicken-pox,virus~chicken-pox,,,,,,https://en.wikipedia.org/wiki/Varicella_zoster_virus
virus,virus~enteric,virus~enteric,,,,enterovirus,,https://en.wikipedia.org/wiki/Enterovirus
,wiedemannia,wiedemannia,,,,,,
,wirthiella,wirthiella,,,,,,
,wormaldia,wormaldia,,,,,,
,xenochironomus,xenochironomus,,,,,,https://en.wikipedia.org/wiki/Xenochironomus
,xiphocentron,xiphocentron,,,,,,
,yoraperla,yoraperla,,,,,,
,yphria,yphria,,,,,,
,zalutschia,zalutschia,,,,,,https://en.wikipedia.org/wiki/Zalutschia
,zavrelia,zavrelia,,,,,,https://en.wikipedia.org/wiki/Zavrelia
,zavrelimyia,zavrelimyia,,,,,,https://en.wikipedia.org/wiki/Zavrelimyia
,zumatrichia,zumatrichia,,,,,,
